Labels;Sentences
[ 0, 0, 0, 0, 5, 0, 5, 0 ];"[ ""It"", ""is"", ""found"", ""in"", ""Indonesia"", ""and"", ""Malaysia"", ""."" ]"
[ 5, 6, 0, 5, 6, 0, 5 ];"[ ""Massie"", ""Township"", "","", ""Warren"", ""County"", "","", ""Ohio"" ]"
[ 5, 0, 5 ];"[ ""Karimabad"", "","", ""Sarbisheh"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 5, 0 ];"[ ""Newcomer"", ""served"", ""in"", ""that"", ""capacity"", ""until"", ""his"", ""death"", ""at"", ""the"", ""age"", ""of"", ""82"", ""at"", ""his"", ""home"", ""in"", ""Stone"", ""Harbor"", "","", ""New"", ""Jersey"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 1, 2 ];"[ ""``"", ""One"", ""Moment"", ""in"", ""Time"", ""''"", ""-"", ""Whitney"", ""Houston"" ]"
[ 5, 0, 5, 0, 0 ];"[ ""Dover"", "","", ""Ohio"", "";"", ""12259"" ]"
[ 0, 0, 0, 1, 2, 0, 0 ];"[ ""'"", ""''"", ""With"", ""Herbie"", ""Mann"", ""''"", ""'"" ]"
[ 0, 0, 1, 2, 0, 0 ];"[ ""'"", ""''"", ""Erhan"", ""Emre"", ""''"", ""'"" ]"
[ 5, 6, 0, 5, 6 ];"[ ""San"", ""Juan"", "","", ""Puerto"", ""Rico"" ]"
[ 5, 6, 0, 0, 0, 0 ];"[ ""Falam"", ""Township"", ""to"", ""the"", ""northeast"", "";"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""The"", ""Hunger"", ""Games"", "":"", ""Songs"", ""from"", ""District"", ""12"", ""and"", ""Beyond"" ]"
[ 0, 0, 0, 0, 1, 0, 0, 0 ];"[ ""Eudonia"", ""epicryma"", ""''"", ""("", ""Meyrick"", "","", ""1885"", "")"" ]"
[ 5, 6, 6, 0, 5, 0 ];"[ ""Valea"", ""Nouă"", ""River"", ""("", ""Teuz"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3 ];"[ ""National"", ""Register"", ""of"", ""Historic"", ""Places"", ""listings"", ""in"", ""Rutland"", ""County"", "","", ""Vermont"" ]"
[ 0, 0, 0, 0, 5, 0, 0, 0, 0, 0 ];"[ ""Mined"", ""and"", ""sunk"", ""off"", ""Naissaar"", ""on"", ""22"", ""August"", ""1915"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""In"", ""1949"", ""he"", ""was"", ""the"", ""founding"", ""director"", ""of"", ""the"", ""Institute"", ""of"", ""Mathematics"", ""of"", ""the"", ""Romanian"", ""Academy"", "","", ""serving"", ""in"", ""that"", ""capacity"", ""until"", ""he"", ""died"", ""."" ]"
[ 3, 4, 4, 0, 5, 0 ];"[ ""Mercy"", ""Medical"", ""Center"", ""("", ""Idaho"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 3, 4, 4, 4, 0, 5, 6, 0, 5, 0 ];"[ ""Held"", ""on"", ""November"", ""24"", "","", ""1975"", "","", ""the"", ""meet"", ""was"", ""hosted"", ""by"", ""Penn"", ""State"", ""University"", ""at"", ""the"", ""Penn"", ""State"", ""Golf"", ""Courses"", ""in"", ""State"", ""College"", "","", ""Pennsylvania"", ""."" ]"
[ 1, 2, 0, 0, 0, 0 ];"[ ""Ken"", ""Ruettgers"", ""–"", ""("", ""1985"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""Events"", ""from"", ""the"", ""year"", ""'"", ""''"", ""1771"", ""in"", ""France"", ""''"", ""'"" ]"
[ 1, 2, 0, 0, 0 ];"[ ""Markieff"", ""Morris"", ""("", ""12"", "")"" ]"
[ 5, 6, 6 ];"[ ""Kingdom"", ""of"", ""Iberia"" ]"
[ 3, 4, 4, 4, 4 ];"[ ""Arturo"", ""Merino"", ""Benitez"", ""International"", ""Airport"" ]"
[ 1, 2, 0, 0, 0 ];"[ ""Theodore"", ""Ward"", "","", ""Deceased"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 5, 0 ];"[ ""This"", ""was"", ""followed"", ""by"", ""a"", ""move"", ""to"", ""Illinois"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""He"", ""sends"", ""his"", ""crew"", ""off"", ""in"", ""teams"", ""to"", ""explore"", ""the"", ""ship"", "","", ""while"", ""he"", ""and"", ""Zoe"", ""head"", ""to"", ""a"", ""section"", ""that"", ""he"", ""suspects"", ""holds"", ""the"", ""more"", ""valuable"", ""supplies"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0 ];"[ ""("", ""M"", "")"", ""("", ""M"", "")"", ""("", ""M"", "")"", ""'"", ""''"", ""'"", ""("", ""Norway"", "")"", ""("", ""M"", "")"" ]"
[ 0, 0, 1, 2, 2 ];"[ ""*6"", ""-"", ""D."", ""Wayne"", ""Lukas"" ]"
[ 0, 0, 0, 0, 0, 0, 0 ];"[ ""'"", ""''"", ""Men"", ""'s"", ""Marathon"", ""''"", ""'"" ]"
[5,6,6];"[ ""Gmina"", ""Polska"", ""Cerekiew"" ]"
[3,4,4,4];"[ ""St"", ""Anne"", ""'s"", ""Academy"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0];"[ ""It"", ""was"", ""then"", ""used"", ""exclusively"", ""for"", ""freight"", ""for"", ""about"", ""ten"", ""years"", "","", ""relieving"", ""the"", ""Elberfeld–Dortmund"", ""railway"", ""."" ]"
[5,6,6,6,6];"[ ""Communes"", ""of"", ""the"", ""Ariège"", ""department"" ]"
[0,0,0,0,3,4,0,0];"[ ""'"", ""''"", ""Promoted"", ""to"", ""First"", ""Division"", ""''"", ""'"" ]"
[0,0,0,0,3,4,4,0,3,4,4];"[ ""leader]]"", ""in"", ""both"", ""the"", ""California"", ""State"", ""Senate"", ""and"", ""California"", ""State"", ""Assembly"" ]"
[1,2,0,3,4,0];"[ ""J."", ""Finch"", ""("", ""Berkshire"", ""cricketer"", "")"" ]"
[0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0];"[ ""He"", ""was"", ""born"", ""in"", ""Bangor"", "","", ""Maine"", ""and"", ""died"", ""in"", ""Bath"", "","", ""Maine"", ""at"", ""the"", ""age"", ""of"", ""66"", ""."" ]"
[0,0,0,3,4,4,0,0];"[ ""==Race"", ""One"", ""("", ""Daytona"", ""International"", ""Speedway"", "")"", ""=="" ]"
[1,2,0,0];"[ ""Robin"", ""Thicke"", ""–"", ""singer"" ]"
[0,3,4,4,0,5];"[ ""2012"", ""VIVA"", ""World"", ""Cup"", ""–"", ""Kurdistan"" ]"
[5,0,5,6,6,6];"[ ""Wichita"", "","", ""KS"", ""Metropolitan"", ""Statistical"", ""Area"" ]"
[1,2,0,0,0,0];"[ ""Alice"", ""Comyn"", "","", ""Countess"", ""of"", ""Buchan"" ]"
[5,0,0,0];"[ ""Turlough"", ""("", ""lake"", "")"" ]"
[1,2,2,0,0,0,0,0,0,0,0,0];"[ ""Acharya"", ""Narendra"", ""Dev"", ""("", ""6"", ""December"", ""1951"", ""–"", ""31"", ""May"", ""1954"", "")"" ]"
[1,2,2,2,2];"[ ""W."", ""S."", ""Stuckey"", ""Jr"", ""."" ]"
[0,0,0,0,0,5,0];"[ ""It"", ""is"", ""found"", ""only"", ""in"", ""Ecuador"", ""."" ]"
[5,6,0,5,6];"[ ""New"", ""GRA"", "","", ""Port"", ""Harcourt"" ]"
[1,2,0,0,0];"[ ""Géza"", ""Kalocsay"", ""("", ""1954–1955"", "")"" ]"
[3,0,3,4,0];"[ ""Grace"", ""("", ""CTA"", ""station"", "")"" ]"
[0,0,0,1,2,0,0];"[ ""Mind"", ""Control"", ""("", ""Stephen"", ""Marley"", ""album"", "")"" ]"
[0,0,0,3,4];"[ ""now"", ""part"", ""of"", ""Infobase"", ""Publishing"" ]"
[0,0,0,0,0,1,2];"[ ""''"", ""Get"", ""Busy"", ""''"", ""–"", ""Sean"", ""Paul"" ]"
[3,4,4,4,4];"[ ""United"", ""States"", ""Department"", ""of"", ""Labor"" ]"
[1,0,1,0,0,0];"[ ""Husserl"", "","", ""Edmund"", "","", ""1970"", ""."" ]"
[0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0];"[ ""She"", ""departed"", ""on"", ""19"", ""March"", ""1904"", ""from"", ""Naples"", ""and"", ""arrived"", ""on"", ""18"", ""June"", ""1904"", ""in"", ""Tong-Eul-Keou"", "";"", ""her"", ""sole"", ""desire"", ""being"", ""to"", ""serve"", ""the"", ""poor"", ""."" ]"
[0,5,6,0,0,0,0,0];"[ ""''"", ""Mamluk"", ""Sultanate"", ""of"", ""Egypt"", ""''"", ""'"", ""–"" ]"
[5,6,6,0,0];"[ ""Lake"", ""Paliastomi"", ""area"", "")"", ""."" ]"
[0,0,0,0,1,2,0,0,0,0];"[ ""''High"", ""Energy"", ""''"", ""("", ""Freddie"", ""Hubbard"", ""album"", "")"", "","", ""1974"" ]"
[5,6,0,5];"[ ""Payne"", ""County"", "","", ""Oklahoma"" ]"
[3,4,4,0,3,4,4,0];"[ ""The"", ""Cat"", ""Empire"", ""–"", ""The"", ""Cat"", ""Empire"", ""''"" ]"
[0,0,0,0,0,5,6,6,0,5,6,0,5,6,0];"[ ""It"", ""is"", ""located"", ""in"", ""the"", ""La"", ""Paz"", ""Department"", "","", ""Larecaja"", ""Province"", "","", ""Sorata"", ""Municipality"", ""."" ]"
[0,1,2,0,3,4,4,4,4,4,4,0,0,0];"[ ""***"", ""Wang"", ""Zhengting"", "","", ""Acting"", ""Premier"", ""of"", ""State"", ""Council"", ""of"", ""China"", ""("", ""1922–1923"", "")"" ]"
[0,0,1,2,0,0];"[ ""'"", ""''"", ""Andrea"", ""Dovizioso"", ""''"", ""'"" ]"
[0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,3,4,0];"[ ""In"", ""1968"", "","", ""she"", ""began"", ""applying"", ""for"", ""a"", ""position"", ""at"", ""Frontier"", ""Airlines"", ""as"", ""well"", ""as"", ""Continental"", ""Airlines"", ""and"", ""United"", ""Airlines"", ""."" ]"
[1,2,0,1];"[ ""John"", ""Bennett"", ""as"", ""Saloul"" ]"
[0,0,5,0,0];"[ ""'"", ""''"", ""Virginia"", ""''"", ""'"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0];"[ ""MC1"", ""''Crithmum"", ""maritimum"", ""-"", ""Spergularia"", ""rupicola"", ""''"", ""maritime"", ""rock-crevice"", ""community"", ""''Crithmo-Spergularietum"", ""rupicolae"", ""''"", ""Géhu"", ""1964"" ]"
[0,5,6,0,0];"[ ""''"", ""Aïn"", ""Séfra"", ""''"", ""'"" ]"
[0,0,0,0];"[ ""Spindasis"", ""syama"", ""peguana"", ""''"" ]"
[0,0,0,0,3,4,4,0];"[ ""It"", ""is"", ""served"", ""by"", ""Castronno"", ""railway"", ""station"", ""."" ]"
[5,0,5,6];"[ ""Gorham"", "","", ""New"", ""York"" ]"
[0,3,4,4,0,0,0,0];"[ ""''"", ""Egyptian"", ""Premier"", ""League"", "":"", ""3"", ""''"", ""'"" ]"
[0,0,0,0,5];"[ ""List"", ""of"", ""lakes"", ""in"", ""Finland"" ]"
[0,0,0,0,1,2,0,0,0,0,0,1,2,0,5,0];"[ ""Around"", ""1715"", ""he"", ""commissioned"", ""Francis"", ""Bird"", ""to"", ""sculpt"", ""a"", ""statue"", ""of"", ""Queen"", ""Anne"", ""for"", ""Minehead"", ""."" ]"
[1,2,2];"[ ""Ezra"", ""C."", ""Carleton"" ]"
[5,6,6,0,5,6];"[ ""North"", ""Anna"", ""River"", ""in"", ""Ruther"", ""Glen"" ]"
[0,1,2,2,0,3,0,0,0,0];"[ "":"", ""John"", ""Henry"", ""Osmeña"", ""("", ""LAMMP"", "")"", ""("", ""1999-2000"", "")"" ]"
[0,0,0,0,0,1,0,0,0];"[ ""''"", ""Caryocolum"", ""leucomelanella"", ""''"", ""("", ""Zeller"", "","", ""1839"", "")"" ]"
[0,0,3,0,0];"[ ""'"", ""''"", ""WLTZ"", ""''"", ""'"" ]"
[1,2,0,0,0,0,3,0,0,0,0,0,0,0,0];"[ ""Brian"", ""May"", "","", ""lead"", ""guitarist"", ""of"", ""Queen"", ""("", ""band"", "")"", ""is"", ""a"", ""local"", ""resident"", ""."" ]"
[1,2,2];"[ ""Oscar"", ""Fitzalan"", ""Long"" ]"
[1,2,2];"[ ""Barbara"", ""M."", ""Joosse"" ]"
[5,6,6,0,0,0,0,0,0,0,0,0];"[ ""Northern"", ""pine"", ""forests"", ""supports"", ""the"", ""majority"", ""of"", ""the"", ""species"", ""breeding"", ""population"", ""."" ]"
[0,0,0,0,0,0];"[ ""Chestnut-capped"", ""flycatcher"", "","", ""''Erythrocercus"", ""mccallii"", ""''"" ]"
[0,0,1,2,0,3,4];"[ ""2008"", "":"", ""Joe"", ""Paterno"", "","", ""Penn"", ""State"" ]"
[5,6,6,6];"[ ""Wangen"", ""an"", ""der"", ""Aare"" ]"
[0,0,1,2];"[ ""2014"", ""-"", ""T.J."", ""McConnell"" ]"
[0,0,0,0,0,0,0,0,0,1,2,0];"[ ""``"", ""Saving"", ""All"", ""My"", ""Love"", ""for"", ""You"", ""''"", ""("", ""Whitney"", ""Houston"", "")"" ]"
[3,4,4,4];"[ ""California"", ""Polytechnic"", ""State"", ""University"" ]"
[5,6,0,5,6];"[ ""Yates"", ""County"", "","", ""New"", ""York"" ]"
[3,4,4,4];"[ ""Central"", ""Bank"", ""of"", ""Nigeria"" ]"
[5,6,0,5];"[ ""Marquette"", ""County"", "","", ""Michigan"" ]"
[0,0,0,0,0,3,4,0];"[ ""It"", ""is"", ""part"", ""of"", ""the"", ""GNU"", ""Project"", ""."" ]"
[0,0,0,0,5,0];"[ ""It"", ""is"", ""known"", ""from"", ""Argentina"", ""."" ]"
[5,0,0,0];"[ ""Qi"", ""("", ""state"", "")"" ]"
[1,2,0,0,0,0,0,0,0,0,0];"[ ""Adolphe"", ""Valette"", ""was"", ""a"", ""teacher"", ""there"", ""from"", ""1906"", ""to"", ""1920"", ""."" ]"
[0,3,4,0];"[ ""''"", ""Weekly"", ""Eleven"", ""''"" ]"
[0,0,1,2,0,0];"[ ""'"", ""''"", ""Michele"", ""Pirro"", ""''"", ""'"" ]"
[0,0,0,0,0,0,5,0];"[ ""Three"", ""days"", ""later"", ""she"", ""departed"", ""for"", ""Guam"", ""."" ]"
[0,3,4,4,0,0,0,0];"[ ""2014–15"", ""NC"", ""State"", ""Wolfpack"", ""men"", ""'s"", ""basketball"", ""team"" ]"
[1,2,0,0,0,0,0];"[ ""Fulk"", ""V"", ""of"", ""Anjou"", ""("", ""1110–1126"", "")"" ]"
[0,0,5,0,0];"[ ""'"", ""''"", ""Hejaz"", ""''"", ""'"" ]"
[0,0,5,0,0,0,1,2,0,0,0];"[ ""'"", ""''"", ""Bulgaria"", ""''"", ""'"", ""-"", ""Nadezhda"", ""Mihailova"", ""("", ""1997-2001"", "")"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,2,0,0,0,0];"[ ""He"", ""served"", ""in"", ""many"", ""ministerial"", ""positions"", "","", ""including"", ""Minister"", ""for"", ""Justice"", ""("", ""1958"", "")"", ""and"", ""vice-president"", ""of"", ""New"", ""Democracy"", ""under"", ""Konstantinos"", ""Karamanlis"", ""("", ""1975–1976"", "")"", ""."" ]"
[1,2,2];"[ ""Long"", ""John"", ""Nebel"" ]"
[0,0,0,0,0,0,0,0];"[ ""''"", ""White"", ""Ladder"", ""''"", ""("", ""November"", ""1998"", "")"" ]"
[1,2,2,0,0,0,0,0];"[ ""Carl"", ""Alexander"", ""Heideloff"", ""("", ""1789–1865"", "")"", "","", ""architect"" ]"
[5,0,5];"[ ""Etten"", "","", ""Netherlands"" ]"
[0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,1,2,0];"[ ""He"", ""was"", ""a"", ""member"", ""of"", ""the"", ""Staatsoper"", ""Stuttgart"", ""for"", ""more"", ""than"", ""20"", ""years"", ""and"", ""is"", ""known"", ""for"", ""interpreting"", ""the"", ""works"", ""of"", ""Arnold"", ""Schoenberg"", ""in"", ""collaboration"", ""with"", ""Michael"", ""Gielen"", ""and"", ""Pierre"", ""Boulez"", ""."" ]"
[1,2,2,0,3,0];"[ ""David"", ""I."", ""Walsh"", ""("", ""D-MA"", "")"" ]"
[1,2,2,0,3,0];"[ ""Robert"", ""A."", ""Roe"", ""("", ""D"", "")"" ]"
[0,0,0,0,0,1,2,0];"[ ""Based"", ""on"", ""the"", ""books"", ""by"", ""Jon"", ""Scieszka"", ""."" ]"
[0,0,0,0,0,0,0];"[ ""Waka"", ""/"", ""Jawaka"", ""''"", ""("", ""1972"", "")"" ]"
[3,4,4];"[ ""Play"", ""Along"", ""Toys"" ]"
[1,2,0,0,0,0];"[ ""Ben"", ""Carson"", ""("", ""opinion"", ""columnist"", "")"" ]"
[0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0];"[ ""*Heptathlon"", "":"", ""'"", ""''"", ""6076"", ""pts"", ""''"", ""'"", ""–"", ""Caracas"", "","", ""10"", ""/"", ""11"", ""May"", ""2007"" ]"
[0,0,0,0,3,4,4,0];"[ ""She"", ""now"", ""works"", ""at"", ""936"", ""ABC"", ""Hobart"", ""."" ]"
[0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0];"[ ""It"", ""is"", ""currently"", ""housed"", ""at"", ""the"", ""British"", ""Library"", ""("", ""Additional"", ""Manuscripts"", "","", ""39595"", "")"", ""in"", ""London"", ""."" ]"
[0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,6,0];"[ ""He"", ""was"", ""born"", ""in"", ""Connecticut"", ""in"", ""1755"", ""and"", ""moved"", ""with"", ""his"", ""family"", ""in"", ""1764"", ""to"", ""Arlington"", ""in"", ""the"", ""New"", ""Hampshire"", ""Grants"", ""."" ]"
[1,2,0,1,2];"[ ""Victoria"", ""Maxiuta"", ""/"", ""Vladislav"", ""Zhovnirski"" ]"
[0,0,0,0,5,0,5,6,0];"[ ""Its"", ""headquarters"", ""is"", ""in"", ""Gazcue"", "","", ""Santo"", ""Domingo"", ""."" ]"
[1,2,0,0,0];"[ ""Nerlens"", ""Noel"", ""("", ""5"", "")"" ]"
[3,4,4,4,4];"[ ""Korea"", ""Museum"", ""of"", ""Modern"", ""Costume"" ]"
[0,0,0,0];"[ ""Uninstall"", ""("", ""single"", "")"" ]"
[1,2,0,0,0,0];"[ ""Ştefan"", ""Bardan"", ""("", ""1892-"", ""?"", ""?"" ]"
[1,2,0,1,2];"[ ""Wes"", ""Anderson"", ""/"", ""Seymour"", ""Cassel"" ]"
[0,0,0,0,0,0,3,4,4,4,0,5,0];"[ ""She"", ""is"", ""a"", ""member"", ""of"", ""the"", ""Himachal"", ""Pradesh"", ""Legislative"", ""Assembly"", ""from"", ""Dalhousie"", ""."" ]"
[0,1,0,0,0];"[ ""Emperor"", ""Jingzong"", ""of"", ""Western"", ""Xia"" ]"
[3,4,4,4,0,0,0,0,0];"[ ""The"", ""University"", ""of"", ""Ferrara"", ""dates"", ""back"", ""to"", ""1391"", ""."" ]"
[0,0,0,0,0,0,5,0,5,6];"[ "";"", ""11"", ""May"", ""2012"", ""—"", ""Kangar"", ""to"", ""Sungai"", ""Petani"", "","" ]"
[0,5,6,0,0,0,0,0,0];"[ ""The"", ""Cholame"", ""Hills"", ""are"", ""visible"", ""in"", ""the"", ""distance"", ""."" ]"
[5,6,6,6,0,0,0];"[ ""Lithuanian"", ""Soviet"", ""Socialist"", ""Republic"", ""("", ""1918–19"", "")"" ]"
[0,0,0,0,0,0,1,0,0,0];"[ ""''"", ""Hypolimnas"", ""anthedon"", ""wahlbergi"", ""''"", ""("", ""Wallengren"", "","", ""1857"", "")"" ]"
[1,2,0,3,4,0];"[ ""Mike"", ""Keenan"", ""("", ""Philadelphia"", ""Flyers"", "")"" ]"
[3,4,0,5,6,0,5,0];"[ ""Scottrade"", ""Center"", ""("", ""St."", ""Louis"", "","", ""Missouri"", "")"" ]"
[0,0,0,0,0,0,1,0,1,2,0,0,0,0,0];"[ ""In"", ""autumn"", ""2006"", "","", ""he"", ""played"", ""Galileo"", ""in"", ""David"", ""Hare"", ""'s"", ""adaption"", ""of"", ""Brecht"", ""'s"" ]"
[5,0,0,0,0,0,0];"[ ""Newfoundland"", ""and"", ""Labrador"", ""general"", ""election"", "","", ""1996"" ]"
[0,0,0,0,0,0];"[ ""'"", ""''"", ""Es"", ""Por"", ""Ti"", ""''"" ]"
[5,0,5];"[ ""Crestline"", "","", ""Kansas"" ]"
[5,0,5,6,0,5,6];"[ ""Totowa"", "","", ""New"", ""Jersey"", "","", ""United"", ""States"" ]"
[3,4,4,4,4];"[ ""New"", ""York"", ""State"", ""Route"", ""393"" ]"
[5,0,5,6,0,5,6];"[ ""Autopolis"", "","", ""Hita"", ""District"", "","", ""Ōita"", ""Prefecture"" ]"
[0,0,0];"[ ""Longfin"", ""spotted"", ""snake-eel"" ]"
[3,4,4,4,4];"[ ""Union"", ""for"", ""a"", ""Popular"", ""Movement"" ]"
[0,0,0,5,0,5,0];"[ ""He"", ""died"", ""in"", ""Zagreb"", "","", ""Croatia"", ""."" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0];"[ ""Spongillaflies"", ""were"", ""formerly"", ""placed"", ""in"", ""the"", ""Osmyloidea"", "","", ""as"", ""their"", ""closest"", ""relatives"", ""were"", ""held"", ""to"", ""be"", ""the"", ""osmylids"", ""("", ""Osmylidae"", "")"", ""and"", ""the"", ""Nevrorthidae"", ""."" ]"
[0,0,0,0,0,0];"[ ""Rufous-cheeked"", ""laughingthrush"", "","", ""''Garrulax"", ""castanotis"", ""''"" ]"
[0,0,1,2,0];"[ ""``"", ""("", ""Marijonas"", ""Mikutavičius"", "")"" ]"
[0,0,0,0,0];"[ ""HC-130N"", ""Combat"", ""King"", "","", ""1988–Present"" ]"
[0,1,0,0];"[ ""Empress"", ""Elisabeth"", ""of"", ""Austria"" ]"
[5,6,6,6,6];"[ ""Communes"", ""of"", ""the"", ""Haute-Marne"", ""department"" ]"
[0,0,3,4,0];"[ ""2011"", "":"", ""FC"", ""Seoul"", ""Manager"" ]"
[3,4,4,4,4];"[ ""National"", ""Council"", ""of"", ""La"", ""Raza"" ]"
[5,6,6,6,6];"[ ""Communes"", ""of"", ""the"", ""Côte-d'Or"", ""department"" ]"
[0,0,0,0,0,0];"[ ""Eurasian"", ""wryneck"", "","", ""''Jynx"", ""torquilla"", ""''"" ]"
[3,4,4,0,0,0,0,0];"[ ""London"", ""Jazz"", ""Composers"", ""'"", ""Orchestra"", "":"", ""''Theoria"", ""''"" ]"
[0,0,0,0,0,0];"[ ""''Sog-goo-ya-waut-hau"", ""''"", ""("", ""Red"", ""Jacket"", "")"" ]"
[1,2,0,0,0];"[ ""Filipo"", ""Levi"", "","", ""19"", ""."" ]"
[0,0,0,0,0,1,0,0,0];"[ ""''"", ""Pyropteron"", ""triannuliformis"", ""''"", ""("", ""Freyer"", "","", ""1843"", "")"" ]"
[0,0,0,0,5,6,0];"[ ""It"", ""is"", ""found"", ""in"", ""South"", ""Africa"", ""."" ]"
[0,0,0,0,0,0];"[ ""Pink-footed"", ""goose"", "","", ""''Anser"", ""brachyrynchus"", ""''"" ]"
[0,0,0,0,0,0,0,0,0,0,1,2,0];"[ ""He"", ""was"", ""the"", ""great-grandson"", ""("", ""through"", ""his"", ""mother"", "")"", ""of"", ""Noah"", ""Webster"", ""."" ]"
[3,4,0,0,0];"[ ""Eerste"", ""Divisie"", ""("", ""relegation"", "")"" ]"
[3,4,0,0,0,0,0,0,0,0,0,0,0];"[ ""U-Haul"", ""dealerships"", ""ran"", ""out"", ""of"", ""trailers"", ""because"", ""so"", ""many"", ""people"", ""moved"", ""out"", ""."" ]"
[1,2,2,0,0,0,0,0,0];"[ ""John"", ""W."", ""Sears"", ""-"", ""1"", ""("", ""0.04"", ""%"", "")"" ]"
[5,6,0,0,0];"[ ""Rogers"", ""County"", ""("", ""northeast"", "")"" ]"
[3,4,4,4,4,4,4];"[ ""Radisson"", ""Blu"", ""Edwardian"", ""Free"", ""Trade"", ""Hall"", ""Hotel"" ]"
[3,4,4,0,5,0,0];"[ ""Glendale"", ""Central"", ""Library"", "","", ""Glendale"", "","", ""1973"" ]"
[1,2,0,0,0,0];"[ ""Belinda"", ""Cordwell"", ""''"", ""("", ""Semifinals"", "")"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0];"[ ""Because"", ""BenMAP"", ""is"", ""based"", ""on"", ""a"", ""GIS"", "","", ""the"", ""results"", ""can"", ""be"", ""mapped"", ""for"", ""ease"", ""of"", ""presentation"", ""."" ]"
[1,2,2];"[ ""John"", ""Howard"", ""Dalton"" ]"
[0,0,0,5,6,0,5];"[ ""January"", ""31"", ""-"", ""Sao"", ""Paulo"", "","", ""Brazil"" ]"
[0,0,0,5,6,6];"[ ""Protected"", ""areas"", ""of"", ""New"", ""South"", ""Wales"" ]"
[1,2,0,0,0,0,0,0];"[ ""John"", ""Donowell"", ""("", ""flourished"", ""1770s"", ""and"", ""1780s"", "")"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0];"[ ""Rookie"", ""Blue"", ""''"", ""("", ""season"", ""1"", "","", ""episode"", ""11"", ""``"", ""To"", ""Serve"", ""or"", ""Protect"", ""''"", ""("", ""September"", ""2010"", "")"", "")"" ]"
[5,6,6];"[ ""Sa"", ""Bot"", ""District"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0];"[ ""The"", ""building"", ""is"", ""60"", ""meters"", ""tall"", ""and"", ""was"", ""completed"", ""in"", ""2004"", ""at"", ""a"", ""cost"", ""of"", ""CNY3.2"", ""billion"", ""."" ]"
[5,0,5,6];"[ ""Kalinowiec"", "","", ""Węgrów"", ""County"" ]"
[0,0,0,0,0,0,0,0,0,0,3,4,4,4,0];"[ ""In"", ""February"", ""2006"", "","", ""he"", ""was"", ""traded"", ""to"", ""the"", ""Incheon"", ""ET"", ""Land"", ""Black"", ""Slamer"", ""."" ]"
[1,0,5,0,0,0,5,0,5,0,0,0,0,0,4,0];"[ ""Jehu"", ""severed"", ""Israel"", ""'s"", ""alliances"", ""with"", ""Phoenicia"", ""and"", ""Judah"", "","", ""and"", ""became"", ""subject"", ""to"", ""Assyria"", ""."" ]"
[5,0,5,0,5];"[ ""Tatebayashi"", "","", ""Gunma"", "","", ""Japan*"" ]"
[0,0,0,0,0,5,0,5,0,0,3,0,0,3,0,0,3,0,0];"[ ""She"", ""published"", ""her"", ""works"", ""in"", ""Kraków"", ""and"", ""Warsaw"", ""magazines"", ""–"", ""''Życie"", ""''"", "","", ""''Krytyka"", ""''"", ""and"", ""''Chimera"", ""''"", ""."" ]"
